id,barcode,recipient_name,address,city_district,package_type,size,dimensions_cm,weight_kg,fragile,priority,payment_method,cod_amount_eur,insurance_value_eur,special_instructions,order_date,status
130,KE00013092,Matúš Pintér,"Alžbetina 142/38, Košice - Staré Mesto",Staré Mesto,Potraviny,M,25x21x17,1.98,Nie,Štandard,Firemná faktura,,,,2026-05-14,Čaká na doručenie
131,KE00013190,Dávid Šimko,"Okružná 44/23, Košice - Pereš",Pereš,Náhradný diel,XXL,122x81x71,17.36,Nie,Ekonomický,Platba vopred,,283.61,,2026-05-18,Čaká na doručenie
132,KE00013278,Lenka Mészáros,"Brnianska 39, Košice - Sever",Sever,Nábytok,M,24x20x16,3.37,Nie,Ekonomický,Dobierka,268.45,1447.16,Nezalomovať,2026-05-12,Čaká na doručenie
133,KE00013361,Petra Novák,"Novoveská 129/44, Košice - Košická Nová Ves",Košická Nová Ves,Elektronika,XS,11x11x5,0.31,Áno,Štandard,Firemná faktura,,752.37,,2026-05-14,Čaká na doručenie
134,KE00013465,Ladislav Hegedűs,"Slnečná 63/15, Košice - Myslava",Myslava,Balík,XS,10x10x5,0.44,Nie,Štandard,Platba vopred,,1004.72,,2026-05-18,Čaká na doručenie
135,KE00013550,Stanislav Takáč,"Robotnícka 25/3, Košice - Šaca",Šaca,Balík,XXL,138x92x80,29.02,Nie,Ekonomický,Dobierka,273.8,,Doručiť osobne,2026-05-18,Čaká na doručenie
136,KE00013654,Monika Szabó,"Komenského 37/46, Košice - Staré Mesto",Staré Mesto,Potraviny,M,25x21x17,1.58,Nie,Expres,Platba vopred,,,,2026-05-17,Čaká na doručenie
137,KE00013765,Tomáš Fekete,"Adlerova 112, Košice - Sídlisko KVP",Sídlisko KVP,Potraviny,XL,88x66x55,28.78,Nie,Ekonomický,Firemná faktura,,1882.87,Môže zanechať u suseda,2026-05-11,Čaká na doručenie
138,KE00013866,Milan Török,"Uralská 22/19, Košice - Západ",Západ,Krehký tovar,XS,8x8x4,0.16,Áno,Expres,Platba vopred,,,Nezalomovať,2026-05-17,Čaká na doručenie
139,KE00013959,Richard Fodor,"Lipová 27, Košice - Barca",Barca,Dokument,L,51x40x30,8.17,Nie,Štandard,Dobierka,301.03,590.78,,2026-05-13,Čaká na doručenie
140,KE00014090,Ondrej Farkas,"Galvaniho 63/11, Košice - Sídlisko Ťahanovce",Sídlisko Ťahanovce,Liek,S,17x12x8,0.74,Nie,Štandard,Dobierka,153.38,500.71,Krehké - opatrne,2026-05-17,Čaká na doručenie
141,KE00014135,Vladimír Krajčí,"Priečna 51, Košice - Pereš",Pereš,Nábytok,XS,11x11x5,0.23,Nie,Štandard,Firemná faktura,,1895.09,Volať vopred,2026-05-16,Čaká na doručenie
142,KE00014235,Tibor Bogdán,"Stará 46/21, Košice - Pereš",Pereš,Elektronika,XXL,126x84x73,48.71,Áno,Štandard,Dobierka,394.0,,Nevystavovať vlhku,2026-05-13,Čaká na doručenie
143,KE00014329,Matúš Mészáros,"Moldavská 141, Košice - Krásna",Krásna,Dokument,XXL,106x70x61,41.91,Nie,Overnight,Firemná faktura,,512.84,,2026-05-16,Čaká na doručenie
144,KE00014431,Helena Olah,"Kamenná 19, Košice - Lorinčík",Lorinčík,Potraviny,XL,76x57x48,16.68,Nie,Štandard,Platba vopred,,1332.74,,2026-05-17,Čaká na doručenie
145,KE00014598,Petra Baláž,"Vstupný areál 103/22, Košice - Sídlisko KVP",Sídlisko KVP,Náhradný diel,XS,8x8x4,0.19,Nie,Štandard,Dobierka,190.19,,,2026-05-11,Čaká na doručenie
146,KE00014666,Marek Tkáč,"Kláštorná 89/31, Košice - Vyšné Opátske",Vyšné Opátske,Krehký tovar,L,58x46x35,2.2,Áno,Štandard,Platba vopred,,,Krehké - opatrne,2026-05-11,Čaká na doručenie
147,KE00014769,Jakub Lukáč,"Záhradná 18, Košice - Myslava",Myslava,Krehký tovar,XS,11x11x5,0.36,Áno,Ekonomický,Platba vopred,,,Krehké - opatrne,2026-05-16,Čaká na doručenie
148,KE00014818,Dušan Fodor,"Čínska 48, Košice - Sever",Sever,Elektronika,L,40x32x24,9.6,Áno,Štandard,Platba vopred,,1410.48,Môže zanechať u suseda,2026-05-15,Čaká na doručenie
149,KE00014932,Róbert Mészáros,"Varšavská 48, Košice - Dargovských hrdinov",Dargovských hrdinov,Náhradný diel,XS,9x9x4,0.45,Nie,Ekonomický,Firemná faktura,,921.14,Krehké - opatrne,2026-05-17,Čaká na doručenie
150,KE00015098,Rastislav Polák,"Viničná 22/21, Košice - Košická Nová Ves",Košická Nová Ves,Krehký tovar,M,25x21x16,2.18,Áno,Štandard,Platba vopred,,1274.65,Skladovať v chlade,2026-05-12,Čaká na doručenie
151,KE00015163,Vladimír Novák,"Tatranskápre 43, Košice - Západ",Západ,Knihy,M,34x28x22,3.29,Nie,Ekonomický,Dobierka,195.05,,Skladovať v chlade,2026-05-11,Čaká na doručenie
152,KE00015256,Peter Csonka,"Tichá 43, Košice - Myslava",Myslava,Náhradný diel,S,18x13x9,0.69,Nie,Štandard,Firemná faktura,,1552.47,,2026-05-17,Čaká na doručenie
153,KE00015336,Marek Bogdán,"Krásnohorská 113/28, Košice - Krásna",Krásna,Balík,XXL,132x88x77,21.91,Nie,Štandard,Firemná faktura,,,,2026-05-17,Čaká na doručenie
154,KE00015496,Vladimír Takáč,"Borová 110, Košice - Barca",Barca,Náhradný diel,S,22x16x11,1.23,Nie,Štandard,Firemná faktura,,1717.45,,2026-05-14,Čaká na doručenie
155,KE00015590,Boris Šimko,"Arm. gen. Svobodu 106/18, Košice - Dargovských hrdinov",Dargovských hrdinov,Knihy,XXL,137x91x80,19.99,Nie,Overnight,Firemná faktura,,,,2026-05-16,Čaká na doručenie
156,KE00015655,Andrej Nagy,"Kamenná 116, Košice - Lorinčík",Lorinčík,Knihy,L,50x40x30,4.9,Nie,Štandard,Platba vopred,,,,2026-05-11,Čaká na doručenie
157,KE00015768,Petra Takáč,"Galvaniho 102, Košice - Sídlisko Ťahanovce",Sídlisko Ťahanovce,Knihy,L,45x36x27,12.6,Nie,Štandard,Firemná faktura,,1569.94,Nezalomovať,2026-05-18,Čaká na doručenie
158,KE00015831,Ján Fodor,"Mlynská 41, Košice - Staré Mesto",Staré Mesto,Oblečenie,S,23x17x11,1.84,Nie,Štandard,Dobierka,329.02,1808.56,Nevystavovať vlhku,2026-05-14,Čaká na doručenie
159,KE00015925,Stanislav Fodor,"Jiskrova 79/49, Košice - Sídlisko KVP",Sídlisko KVP,Elektronika,XXL,100x66x58,13.81,Áno,Štandard,Dobierka,116.96,693.71,Nezalomovať,2026-05-11,Čaká na doručenie
160,KE00016011,Zuzana Nagy,"Údolná 123, Košice - Lorinčík",Lorinčík,Knihy,XXL,134x89x78,14.13,Nie,Overnight,Platba vopred,,,Nevystavovať vlhku,2026-05-16,Čaká na doručenie
161,KE00016150,Adam Hudák,"Bajkalská 90/41, Košice - Západ",Západ,Elektronika,L,52x41x31,7.19,Áno,Štandard,Dobierka,377.46,,Krehké - opatrne,2026-05-12,Čaká na doručenie
162,KE00016240,Alžbeta Király,"Jazerná 71/16, Košice - Nad jazerom",Nad jazerom,Balík,XL,87x65x54,10.69,Nie,Overnight,Platba vopred,,,Volať vopred,2026-05-12,Čaká na doručenie
163,KE00016370,Igor Király,"Okružná 29, Košice - Pereš",Pereš,Knihy,XS,10x10x5,0.49,Nie,Ekonomický,Firemná faktura,,,,2026-05-13,Čaká na doručenie
164,KE00016488,Juraj Varga,"Ťahanovská 18, Košice - Sídlisko Ťahanovce",Sídlisko Ťahanovce,Oblečenie,XS,11x11x5,0.26,Nie,Expres,Firemná faktura,,,,2026-05-17,Čaká na doručenie
165,KE00016568,Lenka Takáč,"Poludníková 22, Košice - Nad jazerom",Nad jazerom,Dokument,S,20x15x10,0.9,Nie,Štandard,Platba vopred,,874.62,Môže zanechať u suseda,2026-05-18,Čaká na doručenie
166,KE00016644,Jakub Šimko,"Fábryho 45, Košice - Sídlisko KVP",Sídlisko KVP,Knihy,XXL,96x64x56,29.86,Nie,Štandard,Platba vopred,,,Doručiť osobne,2026-05-13,Čaká na doručenie
167,KE00016783,Ivana Szabó,"Cottbuská 86/18, Košice - Dargovských hrdinov",Dargovských hrdinov,Dokument,M,32x27x21,3.09,Nie,Štandard,Dobierka,430.38,1548.92,Krehké - opatrne,2026-05-16,Čaká na doručenie
168,KE00016850,Ján Polák,"Jegorova 131, Košice - Dargovských hrdinov",Dargovských hrdinov,Krehký tovar,XS,9x9x4,0.25,Áno,Štandard,Platba vopred,,838.35,Môže zanechať u suseda,2026-05-12,Čaká na doručenie
169,KE00016957,Lenka Hegedűs,"Kavečianska 147, Košice - Kavečany",Kavečany,Balík,XS,8x8x4,0.42,Áno,Ekonomický,Firemná faktura,,918.92,Krehké - opatrne,2026-05-14,Čaká na doručenie
170,KE00017013,Natália Polák,"Galaktická 145/48, Košice - Juh",Juh,Elektronika,L,47x37x28,14.61,Áno,Expres,Platba vopred,,,Nezalomovať,2026-05-16,Čaká na doručenie
171,KE00017121,Ján Fekete,"Poludníková 89/45, Košice - Sever",Sever,Oblečenie,XS,11x11x5,0.25,Nie,Štandard,Dobierka,248.55,,Doručiť osobne,2026-05-18,Čaká na doručenie
172,KE00017240,Katarína Mészáros,"Gemerská 134, Košice - Sídlisko KVP",Sídlisko KVP,Krehký tovar,XXL,100x66x58,13.82,Áno,Expres,Platba vopred,,,,2026-05-12,Čaká na doručenie
173,KE00017362,Filip Bogdán,"Záhradnícka 81/26, Košice - Košická Nová Ves",Košická Nová Ves,Dokument,M,27x23x18,1.72,Nie,Ekonomický,Platba vopred,,937.45,Nevystavovať vlhku,2026-05-16,Čaká na doručenie
174,KE00017428,Lucia Krajčí,"Varšavská 92/14, Košice - Dargovských hrdinov",Dargovských hrdinov,Krehký tovar,L,45x36x27,2.68,Áno,Overnight,Platba vopred,,,,2026-05-15,Čaká na doručenie
175,KE00017525,Michal Hegedűs,"Toryská 92, Košice - Sídlisko Ťahanovce",Sídlisko Ťahanovce,Balík,M,27x22x18,4.96,Nie,Ekonomický,Platba vopred,,1589.68,Horná strana nahor,2026-05-17,Čaká na doručenie
176,KE00017626,Monika Kiss,"Hlavná 57, Košice - Staré Mesto",Staré Mesto,Nábytok,XXL,126x84x73,35.79,Nie,Štandard,Dobierka,498.59,,,2026-05-15,Čaká na doručenie
177,KE00017729,Anna Tóth,"Meteorová 32, Košice - Sídlisko Ťahanovce",Sídlisko Ťahanovce,Potraviny,S,23x17x11,0.98,Nie,Štandard,Firemná faktura,,897.56,Doručiť osobne,2026-05-15,Čaká na doručenie
178,KE00017855,Andrea Máté,"Vstupný areál 63/32, Košice - Sídlisko KVP",Sídlisko KVP,Krehký tovar,L,41x32x24,4.92,Áno,Štandard,Platba vopred,,,Skladovať v chlade,2026-05-18,Čaká na doručenie
179,KE00017977,Kristína Lukács,"Priečna 125, Košice - Pereš",Pereš,Knihy,M,28x23x19,1.31,Áno,Štandard,Firemná faktura,,,,2026-05-18,Čaká na doručenie
180,KE00018032,Milan Katona,"Borová 60/7, Košice - Barca",Barca,Balík,S,18x13x9,1.67,Nie,Expres,Firemná faktura,,,,2026-05-13,Čaká na doručenie
181,KE00018121,Eva Szőke,"Bodrocká 82/45, Košice - Západ",Západ,Nábytok,XS,10x10x5,0.24,Nie,Štandard,Dobierka,494.06,985.97,,2026-05-11,Čaká na doručenie
182,KE00018228,Veronika Kováč,"Gemerská 57, Košice - Sídlisko KVP",Sídlisko KVP,Krehký tovar,M,35x29x23,1.41,Áno,Štandard,Dobierka,402.2,1177.35,Nezalomovať,2026-05-13,Čaká na doručenie
183,KE00018381,Jakub Katona,"Varšavská 94/24, Košice - Dargovských hrdinov",Dargovských hrdinov,Knihy,L,51x41x31,5.71,Nie,Štandard,Firemná faktura,,,Doručiť osobne,2026-05-13,Čaká na doručenie
184,KE00018488,Matúš Szűcs,"Ovocná 45, Košice - Barca",Barca,Nábytok,M,25x21x17,3.78,Nie,Štandard,Platba vopred,,1619.53,,2026-05-16,Čaká na doručenie
185,KE00018518,Adam Szabó,"Brnianska 128, Košice - Sever",Sever,Dokument,S,18x14x9,0.78,Nie,Overnight,Firemná faktura,,506.59,Nezalomovať,2026-05-11,Čaká na doručenie
186,KE00018693,Zuzana Papp,"Lipová 28/4, Košice - Barca",Barca,Potraviny,XXL,116x77x67,16.65,Nie,Štandard,Platba vopred,,,,2026-05-11,Čaká na doručenie
187,KE00018788,Martin Tkáč,"Šoltésovej 116, Košice - Sever",Sever,Dokument,XS,9x9x4,0.48,Nie,Štandard,Dobierka,42.13,,Krehké - opatrne,2026-05-17,Čaká na doručenie
188,KE00018883,Helena Fodor,"Perešská 111/11, Košice - Pereš",Pereš,Elektronika,S,16x12x8,0.8,Áno,Štandard,Firemná faktura,,108.77,Volať vopred,2026-05-14,Čaká na doručenie
189,KE00018949,Ján Fodor,"Potočná 40, Košice - Krásna",Krásna,Nábytok,XS,9x9x4,0.36,Áno,Štandard,Dobierka,320.9,,Horná strana nahor,2026-05-17,Čaká na doručenie
190,KE00019099,Lukáš Sándor,"Remeselnícka 126/17, Košice - Poľov",Poľov,Potraviny,XL,76x57x47,13.02,Nie,Štandard,Dobierka,235.2,132.66,,2026-05-15,Čaká na doručenie
191,KE00019114,Patrik Szőke,"Moskovská trieda 89/27, Košice - Dargovských hrdinov",Dargovských hrdinov,Náhradný diel,S,20x15x10,1.71,Nie,Štandard,Firemná faktura,,795.66,Horná strana nahor,2026-05-15,Čaká na doručenie
192,KE00019235,Natália Hudák,"Pustovnícka 133/44, Košice - Vyšné Opátske",Vyšné Opátske,Krehký tovar,XS,11x11x5,0.28,Áno,Ekonomický,Platba vopred,,1369.42,Skladovať v chlade,2026-05-18,Čaká na doručenie
193,KE00019328,Lukáš Farkas,"Poludníková 82/5, Košice - Nad jazerom",Nad jazerom,Oblečenie,XL,76x57x47,11.81,Nie,Štandard,Dobierka,351.7,,Nevystavovať vlhku,2026-05-12,Čaká na doručenie
194,KE00019498,Tereza Balogh,"Moskovská trieda 145/19, Košice - Dargovských hrdinov",Dargovských hrdinov,Nábytok,L,45x36x27,10.17,Áno,Expres,Dobierka,76.21,1759.13,Nezalomovať,2026-05-12,Čaká na doručenie
195,KE00019587,Peter Fekete,"Trieda SNP 122/24, Košice - Sever",Sever,Dokument,M,27x23x18,4.29,Nie,Ekonomický,Firemná faktura,,,Volať vopred,2026-05-13,Čaká na doručenie
196,KE00019682,Andrea Bogdán,"Toryská 114, Košice - Sídlisko Ťahanovce",Sídlisko Ťahanovce,Balík,L,55x44x33,13.14,Nie,Štandard,Firemná faktura,,,,2026-05-16,Čaká na doručenie
197,KE00019786,Michal Polák,"Rooseveltova 50/13, Košice - Staré Mesto",Staré Mesto,Elektronika,XS,9x9x4,0.47,Áno,Štandard,Firemná faktura,,751.21,,2026-05-17,Čaká na doručenie
198,KE00019893,Eva Kováčik,"Viničná 122/23, Košice - Myslava",Myslava,Oblečenie,M,32x27x21,3.6,Áno,Štandard,Platba vopred,,421.39,,2026-05-15,Čaká na doručenie
199,KE00019954,Ondrej Kováč,"Rybná 6/50, Košice - Lorinčík",Lorinčík,Nábytok,L,58x46x34,10.06,Nie,Overnight,Firemná faktura,,,Skladovať v chlade,2026-05-14,Čaká na doručenie
200,KE00020045,Ondrej Bíró,"Záhradná 56, Košice - Myslava",Myslava,Náhradný diel,XL,76x57x47,5.76,Nie,Ekonomický,Firemná faktura,,137.04,,2026-05-14,Čaká na doručenie
201,KE00020147,Ladislav Blaho,"Priemyselná 67/42, Košice - Šaca",Šaca,Balík,S,20x15x10,0.63,Nie,Overnight,Firemná faktura,,999.77,,2026-05-16,Čaká na doručenie
202,KE00020294,Martin Szőke,"Záhradná 104, Košice - Kavečany",Kavečany,Knihy,XXL,143x95x83,42.64,Nie,Expres,Firemná faktura,,348.27,,2026-05-13,Čaká na doručenie
203,KE00020363,Vladimír Bogdán,"Moldavská 76, Košice - Krásna",Krásna,Krehký tovar,M,32x27x21,3.02,Áno,Ekonomický,Platba vopred,,1744.15,Krehké - opatrne,2026-05-15,Čaká na doručenie
204,KE00020427,Rastislav Olah,"Priemyselná 67/30, Košice - Šaca",Šaca,Nábytok,XS,11x11x5,0.33,Nie,Štandard,Firemná faktura,,1709.94,Skladovať v chlade,2026-05-14,Čaká na doručenie
205,KE00020583,Miroslav Molnár,"Volgogradská 105/30, Košice - Juh",Juh,Knihy,XXL,104x69x61,13.23,Nie,Expres,Platba vopred,,1549.35,Volať vopred,2026-05-11,Čaká na doručenie
206,KE00020634,Petra Fábián,"Bajkalská 23, Košice - Západ",Západ,Potraviny,L,48x38x28,14.51,Nie,Štandard,Platba vopred,,,,2026-05-13,Čaká na doručenie
207,KE00020786,Stanislav Szűcs,"Štúrova 2/16, Košice - Staré Mesto",Staré Mesto,Náhradný diel,M,27x23x18,0.96,Nie,Štandard,Firemná faktura,,,Horná strana nahor,2026-05-14,Čaká na doručenie
208,KE00020825,Jana Sipos,"Mníšska 112/9, Košice - Vyšné Opátske",Vyšné Opátske,Potraviny,M,33x27x22,1.24,Nie,Štandard,Platba vopred,,,,2026-05-18,Čaká na doručenie
209,KE00020999,Andrej Fehér,"Barčianska 97/17, Košice - Barca",Barca,Dokument,XL,65x49x40,29.86,Áno,Expres,Firemná faktura,,512.95,Skladovať v chlade,2026-05-11,Čaká na doručenie
210,KE00021073,Dušan Baláž,"Jazerná 3, Košice - Nad jazerom",Nad jazerom,Krehký tovar,XXL,120x80x70,34.91,Áno,Štandard,Platba vopred,,,Nevystavovať vlhku,2026-05-14,Čaká na doručenie
211,KE00021124,Eva Török,"Letná 68/13, Košice - Juh",Juh,Liek,L,45x36x27,1.55,Nie,Ekonomický,Platba vopred,,,Nezalomovať,2026-05-18,Čaká na doručenie
212,KE00021296,Matúš Vincze,"Nová 24/5, Košice - Pereš",Pereš,Liek,XS,11x11x5,0.36,Nie,Ekonomický,Platba vopred,,588.23,,2026-05-16,Čaká na doručenie
213,KE00021333,Patrik Varga,"Továrenská 30, Košice - Šaca",Šaca,Krehký tovar,XS,11x11x5,0.37,Áno,Štandard,Firemná faktura,,,Krehké - opatrne,2026-05-17,Čaká na doručenie
214,KE00021485,Zuzana Szűcs,"Sofijská 103/18, Košice - Dargovských hrdinov",Dargovských hrdinov,Krehký tovar,L,55x44x33,10.08,Áno,Štandard,Platba vopred,,,Nevystavovať vlhku,2026-05-16,Čaká na doručenie
215,KE00021511,Zuzana Rácz,"Priečna 113, Košice - Pereš",Pereš,Krehký tovar,M,31x26x20,4.38,Áno,Štandard,Firemná faktura,,1313.4,Nezalomovať,2026-05-11,Čaká na doručenie
216,KE00021688,Dušan Fekete,"Pustovnícka 145, Košice - Vyšné Opátske",Vyšné Opátske,Dokument,XL,80x60x50,21.92,Nie,Štandard,Firemná faktura,,,,2026-05-16,Čaká na doručenie
217,KE00021783,Martina Kováčik,"Partizánska 41/31, Košice - Sídlisko KVP",Sídlisko KVP,Knihy,XS,11x11x5,0.23,Áno,Ekonomický,Dobierka,323.44,923.6,,2026-05-12,Čaká na doručenie
218,KE00021853,Rastislav Sipos,"Myslavská 128, Košice - Myslava",Myslava,Potraviny,XXL,127x84x74,14.11,Nie,Štandard,Firemná faktura,,,,2026-05-15,Čaká na doručenie
219,KE00021947,Alžbeta Rácz,"Barčianska 58/22, Košice - Barca",Barca,Knihy,XL,83x62x51,22.35,Nie,Expres,Platba vopred,,1270.99,Krehké - opatrne,2026-05-18,Čaká na doručenie
220,KE00022034,Dávid Sipos,"Brestová 96/3, Košice - Krásna",Krásna,Potraviny,S,22x16x11,1.54,Nie,Štandard,Dobierka,465.46,,Môže zanechať u suseda,2026-05-12,Čaká na doručenie
221,KE00022184,Igor Hegedűs,"Herlianska 107, Košice - Šaca",Šaca,Liek,XL,67x50x42,27.08,Nie,Expres,Dobierka,251.92,,,2026-05-18,Čaká na doručenie
222,KE00022247,Matúš Šimko,"Priečna 46/12, Košice - Pereš",Pereš,Knihy,XS,9x9x4,0.34,Nie,Štandard,Platba vopred,,,Skladovať v chlade,2026-05-14,Čaká na doručenie
223,KE00022397,Filip Bogdán,"Viničná 36, Košice - Myslava",Myslava,Knihy,XL,73x55x45,21.94,Nie,Expres,Platba vopred,,,,2026-05-15,Čaká na doručenie
224,KE00022458,Igor Molnár,"Ovocná 46/45, Košice - Barca",Barca,Liek,XXL,101x67x59,24.09,Nie,Štandard,Firemná faktura,,221.88,,2026-05-12,Čaká na doručenie
225,KE00022588,Patrik Kováčik,"Ďumbierska 15, Košice - Nad jazerom",Nad jazerom,Balík,M,32x26x21,1.16,Nie,Expres,Platba vopred,,,,2026-05-13,Čaká na doručenie
226,KE00022635,Lenka Szűcs,"Moldavská 144, Košice - Krásna",Krásna,Potraviny,M,32x26x21,0.71,Nie,Štandard,Firemná faktura,,,Nezalomovať,2026-05-18,Čaká na doručenie
227,KE00022743,Adam Király,"Viničná 95/35, Košice - Myslava",Myslava,Oblečenie,S,22x16x11,1.94,Nie,Štandard,Dobierka,481.43,565.43,Skladovať v chlade,2026-05-17,Čaká na doručenie
228,KE00022855,Jana Mészáros,"Zupkova 150/1, Košice - Nad jazerom",Nad jazerom,Knihy,XXL,140x93x82,11.6,Nie,Štandard,Firemná faktura,,,,2026-05-11,Čaká na doručenie
229,KE00022989,Richard Bíró,"Meteorová 135, Košice - Sídlisko Ťahanovce",Sídlisko Ťahanovce,Náhradný diel,XS,11x11x5,0.16,Áno,Štandard,Dobierka,110.61,444.71,Krehké - opatrne,2026-05-13,Čaká na doručenie
230,KE00023059,Ján Lukáč,"Svätá 144/42, Košice - Vyšné Opátske",Vyšné Opátske,Nábytok,XXL,112x75x65,19.61,Nie,Ekonomický,Dobierka,443.4,,,2026-05-12,Čaká na doručenie
231,KE00023178,Ivana Rácz,"Horná 73, Košice - Kavečany",Kavečany,Liek,M,30x25x20,2.79,Nie,Štandard,Dobierka,259.38,,Doručiť osobne,2026-05-17,Čaká na doručenie
232,KE00023213,Igor Rácz,"Krásnohorská 17, Košice - Krásna",Krásna,Dokument,S,22x17x11,0.96,Nie,Štandard,Firemná faktura,,,,2026-05-17,Čaká na doručenie
233,KE00023325,Michal Novák,"Záhradná 10, Košice - Myslava",Myslava,Elektronika,M,30x25x20,3.09,Áno,Ekonomický,Firemná faktura,,785.11,Skladovať v chlade,2026-05-12,Čaká na doručenie
234,KE00023470,Martin Szűcs,"Krásnohorská 17/38, Košice - Krásna",Krásna,Oblečenie,XS,9x9x4,0.3,Nie,Expres,Dobierka,383.81,1324.84,Skladovať v chlade,2026-05-11,Čaká na doručenie
235,KE00023578,Monika Fehér,"Tatranskápre 57, Košice - Západ",Západ,Knihy,M,35x29x23,1.15,Áno,Ekonomický,Platba vopred,,1197.34,Nezalomovať,2026-05-17,Čaká na doručenie
236,KE00023616,Adam Vincze,"Krásnohorská 79, Košice - Krásna",Krásna,Náhradný diel,M,26x22x17,4.58,Nie,Štandard,Firemná faktura,,1601.32,Nevystavovať vlhku,2026-05-15,Čaká na doručenie
237,KE00023734,Dušan Szabó,"Potočná 141, Košice - Krásna",Krásna,Liek,M,25x20x16,3.77,Nie,Ekonomický,Platba vopred,,,Volať vopred,2026-05-17,Čaká na doručenie
238,KE00023865,Dušan Krajčí,"Továrenská 116, Košice - Šaca",Šaca,Knihy,XXL,124x82x72,32.62,Nie,Overnight,Dobierka,160.04,,,2026-05-15,Čaká na doručenie
239,KE00023990,Veronika Mészáros,"Lesná 35/22, Košice - Kavečany",Kavečany,Náhradný diel,L,47x37x28,5.28,Nie,Štandard,Dobierka,143.9,1469.75,,2026-05-16,Čaká na doručenie
240,KE00024085,Peter Szőke,"Janigova 5/41, Košice - Sídlisko Ťahanovce",Sídlisko Ťahanovce,Balík,XL,76x57x48,18.93,Nie,Štandard,Firemná faktura,,1783.96,Krehké - opatrne,2026-05-16,Čaká na doručenie
241,KE00024155,Monika Kiss,"Bačíkova 119/6, Košice - Košická Nová Ves",Košická Nová Ves,Nábytok,XL,64x48x40,9.45,Nie,Expres,Dobierka,83.82,,,2026-05-16,Čaká na doručenie
242,KE00024276,Pavel Kiss,"Gemerská 125, Košice - Sídlisko KVP",Sídlisko KVP,Knihy,S,16x12x8,0.57,Nie,Štandard,Platba vopred,,,Nevystavovať vlhku,2026-05-13,Čaká na doručenie
243,KE00024372,Zuzana Sándor,"Lesná 149/12, Košice - Kavečany",Kavečany,Dokument,L,47x37x28,10.15,Nie,Štandard,Firemná faktura,,,,2026-05-13,Čaká na doručenie
244,KE00024424,Lucia Kováčik,"Priečna 2/9, Košice - Pereš",Pereš,Elektronika,S,16x12x8,1.36,Áno,Štandard,Dobierka,303.0,1624.23,,2026-05-17,Čaká na doručenie
245,KE00024561,Dávid Sándor,"Okružná 123, Košice - Pereš",Pereš,Nábytok,L,40x32x24,1.6,Nie,Štandard,Platba vopred,,368.27,Doručiť osobne,2026-05-18,Čaká na doručenie
